STATE_NAME,HOUSE_OF_PARLIAMENT,TENURE,Sno,MP_NAME,HOUSE_NAME,CONSTITUENCY,ALLOCATED_AMT,TENURE_START_DATE,TENURE_END_DATE,Total_Amt,allocated_amount,state,constituency,mp_name,work_id,work_recommendation_dtl_id
Kerala,2,18th Lok Sabha,460.0,Shri Rajmohan Unnithan ,Lok Sabha,KASARAGOD,156754633.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,156814620.89,Kerala,KASARAGOD,Shri Rajmohan Unnithan ,,
Assam,2,18th Lok Sabha,461.0,Shri Sarbananda Sonowal (18LS),Lok Sabha,DIBRUGARH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Assam,DIBRUGARH,Shri Sarbananda Sonowal (18LS),,
Uttar Pradesh,2,18th Lok Sabha,462.0,Shri Satish Kumar Gautam ,Lok Sabha,ALIGARH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,ALIGARH,Shri Satish Kumar Gautam ,,
West Bengal,2,18th Lok Sabha,463.0,Shri Shantanu Thakur ,Lok Sabha,BANGAON(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,BANGAON(SC),Shri Shantanu Thakur ,,
Madhya Pradesh,2,18th Lok Sabha,464.0,Shri Sudheer Gupta ,Lok Sabha,MANDSOUR,148988014.83,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,149045030.44,Madhya Pradesh,MANDSOUR,Shri Sudheer Gupta ,,
Kerala,2,18th Lok Sabha,465.0,Shri Suresh Kodikunnil,Lok Sabha,MAVELIKKARA(SC),172429519.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,172495505.45,Kerala,MAVELIKKARA(SC),Shri Suresh Kodikunnil,,
Arunachal Pradesh,2,18th Lok Sabha,466.0,Shri Tapir Gao,Lok Sabha,ARUNACHAL EAST,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Arunachal Pradesh,ARUNACHAL EAST,Shri Tapir Gao,,
Tamil Nadu,2,18th Lok Sabha,467.0,Shri vijayakumar Vasanth,Lok Sabha,KANNIYAKUMARI,171500000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,171565630.62,Tamil Nadu,KANNIYAKUMARI,Shri vijayakumar Vasanth,,
Maharashtra,2,18th Lok Sabha,468.0,Shrikant Eknath Shinde,Lok Sabha,KALYAN,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,KALYAN,Shrikant Eknath Shinde,,
Maharashtra,2,18th Lok Sabha,469.0,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Lok Sabha,SATARA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,SATARA,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,,
Goa,2,18th Lok Sabha,470.0,Shripad Yesso Naik,Lok Sabha,NORTH GOA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Goa,NORTH GOA,Shripad Yesso Naik,,
Maharashtra,2,18th Lok Sabha,471.0,Shrirang Appa Barne,Lok Sabha,MAVAL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,MAVAL,Shrirang Appa Barne,,
Maharashtra,2,18th Lok Sabha,472.0,Shyamkumar,Lok Sabha,RAMTEK(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,RAMTEK(SC),Shyamkumar,,
Andhra Pradesh,2,18th Lok Sabha,473.0,Sivanath Kesineni,Lok Sabha,VIJAYAWADA,159864032.49,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,159925210.19,Andhra Pradesh,VIJAYAWADA,Sivanath Kesineni,,
West Bengal,2,18th Lok Sabha,474.0,SK NURUL ISLAM,Lok Sabha,BASIRHAT,49000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,49018751.61,West Bengal,BASIRHAT,SK NURUL ISLAM,,
Maharashtra,2,18th Lok Sabha,475.0,SMITA UDAY WAGH,Lok Sabha,JALGAON,148107373.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,148164051.71,Maharashtra,JALGAON,SMITA UDAY WAGH,,
Uttar Pradesh,2,18th Lok Sabha,476.0,Smt Anupriya Patel,Lok Sabha,MIRZAPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,MIRZAPUR,Smt Anupriya Patel,,
Odisha,2,18th Lok Sabha,477.0,Smt Aparajita Sarangi,Lok Sabha,BHUBANESWAR,147420861.41,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147477277.29,Odisha,BHUBANESWAR,Smt Aparajita Sarangi,,
Uttar Pradesh,2,18th Lok Sabha,478.0,Smt Dimple Yadav,Lok Sabha,MAINPURI,192042469.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,192115961.05,Uttar Pradesh,MAINPURI,Smt Dimple Yadav,,
Punjab,2,18th Lok Sabha,479.0,Smt Harsimrat Kaur Badal,Lok Sabha,BHATINDA,159775982.39,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,159837126.4,Punjab,BHATINDA,Smt Harsimrat Kaur Badal,,
Uttar Pradesh,2,18th Lok Sabha,480.0,Smt Hema Malini,Lok Sabha,MATHURA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,MATHURA,Smt Hema Malini,,
Madhya Pradesh,2,18th Lok Sabha,481.0,Smt Himadri Singh,Lok Sabha,SHAHDOL (ST),150724861.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,150782541.38,Madhya Pradesh,SHAHDOL (ST),Smt Himadri Singh,,
Gujarat,2,18th Lok Sabha,482.0,Smt Poonamben Hematbhai Maadam,Lok Sabha,JAMNAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Gujarat,JAMNAGAR,Smt Poonamben Hematbhai Maadam,,
Maharashtra,2,18th Lok Sabha,483.0,Smt Raksha Nikhil Khadse,Lok Sabha,RAVER,153112586.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,153171180.13,Maharashtra,RAVER,Smt Raksha Nikhil Khadse,,
Tamil Nadu,2,18th Lok Sabha,484.0,Smt S Jothimani,Lok Sabha,KARUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,KARUR,Smt S Jothimani,,
West Bengal,2,18th Lok Sabha,485.0,Smt Sajda Ahmed,Lok Sabha,ULUBERIA,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,ULUBERIA,Smt Sajda Ahmed,,
Madhya Pradesh,2,18th Lok Sabha,486.0,Smt Sandhya Ray,Lok Sabha,BHIND(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Madhya Pradesh,BHIND(SC),Smt Sandhya Ray,,
Odisha,2,18th Lok Sabha,487.0,Smt Sangeeta Kumari Singh Deo,Lok Sabha,BOLANGIR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Odisha,BOLANGIR,Smt Sangeeta Kumari Singh Deo,,
West Bengal,2,18th Lok Sabha,488.0,Smt Satabdi Roy (Banerjee),Lok Sabha,BIRBHUM,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,BIRBHUM,Smt Satabdi Roy (Banerjee),,
Maharashtra,2,18th Lok Sabha,489.0,Smt Supriya Sadanand Sule,Lok Sabha,BARAMATI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,BARAMATI,Smt Supriya Sadanand Sule,,
Bihar,2,18th Lok Sabha,490.0,Smt Veena Devi ,Lok Sabha,VAISHALI,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,VAISHALI,Smt Veena Devi ,,
Andhra Pradesh,2,18th Lok Sabha,491.0,Sribharat MathuKumli,Lok Sabha,VISAKHAPATNAM,164841922.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,164905004.67,Andhra Pradesh,VISAKHAPATNAM,Sribharat MathuKumli,,
Bihar,2,18th Lok Sabha,492.0,SUDAMA PRASAD,Lok Sabha,ARRAH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,ARRAH,SUDAMA PRASAD,,
Tamil Nadu,2,18th Lok Sabha,493.0,SUDHA R,Lok Sabha,MAYILADUTHURAI,147332315.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 12:00:00 AM",,147388697.1,Tamil Nadu,MAYILADUTHURAI,SUDHA R,,
Bihar,2,18th Lok Sabha,494.0,SUDHAKAR SINGH,Lok Sabha,BUXAR,185211956.54,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,185282834.54,Bihar,BUXAR,SUDHAKAR SINGH,,
West Bengal,2,18th Lok Sabha,495.0,Sudip Bandyopadhyay,Lok Sabha,KOLKATA UTTAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,West Bengal,KOLKATA UTTAR,Sudip Bandyopadhyay,,
Odisha,2,18th Lok Sabha,496.0,SUKANTA KUMAR PANIGRAHI,Lok Sabha,KANDHAMAL,190712424.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,190785407.06,Odisha,KANDHAMAL,SUKANTA KUMAR PANIGRAHI,,
Jharkhand,2,18th Lok Sabha,497.0,SUKHDEO BHAGAT,Lok Sabha,LOHARDAGA(ST),171821957.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,171887710.94,Jharkhand,LOHARDAGA(ST),SUKHDEO BHAGAT,,
Punjab,2,18th Lok Sabha,498.0,SUKHJINDER SINGH RANDHAWA,Lok Sabha,GURDASPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Punjab,GURDASPUR,SUKHJINDER SINGH RANDHAWA,,
Karnataka,2,18th Lok Sabha,499.0,SUNIL BOSE,Lok Sabha,CHAMARAJANAGAR(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Karnataka,CHAMARAJANAGAR(SC),SUNIL BOSE,,
Maharashtra,2,18th Lok Sabha,500.0,Sunil Dattatray Tatkare,Lok Sabha,RAIGAD,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Maharashtra,RAIGAD,Sunil Dattatray Tatkare,,
Bihar,2,18th Lok Sabha,501.0,Sunil Kumar ,Lok Sabha,VALMIKI NAGAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,VALMIKI NAGAR,Sunil Kumar ,,
Bihar,2,18th Lok Sabha,502.0,SURENDRA PRASAD YADAV,Lok Sabha,JAHANABAD,155325714.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,155385154.95,Bihar,JAHANABAD,SURENDRA PRASAD YADAV,,
Kerala,2,18th Lok Sabha,503.0,SURESH GOPI,Lok Sabha,THRISSUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Kerala,THRISSUR,SURESH GOPI,,
Himachal Pradesh,2,18th Lok Sabha,504.0,Suresh Kumar Kashyap,Lok Sabha,SHIMLA (SC),153563957.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,153622723.86,Himachal Pradesh,SHIMLA (SC),Suresh Kumar Kashyap,,
Telangana,2,18th Lok Sabha,505.0,SURESH KUMAR SHETKAR,Lok Sabha,ZAHIRABAD,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Telangana,ZAHIRABAD,SURESH KUMAR SHETKAR,,
Uttar Pradesh,2,18th Lok Sabha,506.0,Swami Sachchidanandhari Sakshi ji Maharaj ,Lok Sabha,UNNAO,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,UNNAO,Swami Sachchidanandhari Sakshi ji Maharaj ,,
Tamil Nadu,2,18th Lok Sabha,507.0,T Sumathy (A) Thamizhachi Thangapandian ,Lok Sabha,CHENNAI SOUTH,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,CHENNAI SOUTH,T Sumathy (A) Thamizhachi Thangapandian ,,
Andhra Pradesh,2,18th Lok Sabha,508.0,TANGELLA UDAY SRINIVAS,Lok Sabha,KAKINADA,199417886.76,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,199494201.16,Andhra Pradesh,KAKINADA,TANGELLA UDAY SRINIVAS,,
Uttar Pradesh,2,18th Lok Sabha,509.0,TANUJ PUNIA,Lok Sabha,BARABANKI(SC),148198170.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,148254883.45,Uttar Pradesh,BARABANKI(SC),TANUJ PUNIA,,
Bihar,2,18th Lok Sabha,510.0,TARIQ ANWAR,Lok Sabha,KATIHAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Bihar,KATIHAR,TARIQ ANWAR,,
Tamil Nadu,2,18th Lok Sabha,511.0,Thalikkottai Rajuthevar Baalu,Lok Sabha,SRIPERUMBUDUR,196905535.11,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,196980888.07,Tamil Nadu,SRIPERUMBUDUR,Thalikkottai Rajuthevar Baalu,,
Tamil Nadu,2,18th Lok Sabha,512.0,THANGA TAMILSELVAN,Lok Sabha,THENI,167755939.81,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,167820137.63,Tamil Nadu,THENI,THANGA TAMILSELVAN,,
Tamil Nadu,2,18th Lok Sabha,513.0,THARANIVENTHAN M S,Lok Sabha,ARANI,168337124.35,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,168401544.59,Tamil Nadu,ARANI,THARANIVENTHAN M S,,
Tamil Nadu,2,18th Lok Sabha,514.0,Thiru Dayanidhi Maran,Lok Sabha,CHENNAI CENTRAL,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,CHENNAI CENTRAL,Thiru Dayanidhi Maran,,
Tamil Nadu,2,18th Lok Sabha,515.0,Thirumaa Valavan Thol,Lok Sabha,CHIDAMBARAM(SC),147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Tamil Nadu,CHIDAMBARAM(SC),Thirumaa Valavan Thol,,
Chhattisgarh,2,18th Lok Sabha,516.0,TOKHAN SAHU,Lok Sabha,BILASPUR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Chhattisgarh,BILASPUR,TOKHAN SAHU,,
Uttarakhand,2,18th Lok Sabha,517.0,TRIVENDRA SINGH RAWAT,Lok Sabha,HARDWAR,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttarakhand,HARDWAR,TRIVENDRA SINGH RAWAT,,
Uttar Pradesh,2,18th Lok Sabha,518.0,UJJWAL RAMAN SINGH,Lok Sabha,ALLAHABAD,147000000.0,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,147056254.82,Uttar Pradesh,ALLAHABAD,UJJWAL RAMAN SINGH,,
